LABOUR;OUTPUT;WAGE;CAPITAL,,,
413;15,75399971;31,00968552;1,881999969
532;30,93600082;37,20488739;5,6999969
1131;61,0320015;29,98054886;7,427000046
34;244,098999;179,8529358;3631,49292
450;20,94300079;34,05555725;4,51000118
192;21,41300011;25,35416603;15,26500034
21;1,386999965;48,66666794;0,185000002
319;35,76200104;85,91222382;13,52600002
174;11,3210001;28,91954041;36,83499908
7391;122,2089996;15,97185802;30,26799965
5277;114,685997;20,36232758;2,224999905
1248;109,848999;72,45593262;36,95800018
1103;34,65599823;25,17316437;27,61700058
106;32,72499847;56,01886749;311,1130066
335;55,18799973;68,6268692;133,659943
261;30,53800011;75,87739563;90,22299957
41;4,96999979;122,68293;0,503000021
2228;280,071991;79,88644409;187,4369965
771;38,48500061;26,06485176;39,8370018
986;73,85500336;54,53549576;37,9280014
62;4,84100008;50,14516068;2,224999905
377;33,09000015;60,83554459;8,949999809
427;20,63899994;45,09601974;1,898000002
124;16,12100029;82,44355011;1,243999958
326;36,67900085;102,5858917;61,61299896
678;53,2140007;76,11651611;10,53100014
12936;786,5650024;13,39525318;1795,546021
1149;72,6969986;45,48651123;94,10099792
634;58,7120018;78,9526825;11,25300026
123;5,576000214;26,63414574;6,589000225
1193;165,6490021;91,1818924;110,7369995
639;42,72700119;44,99687195;81,82099915
486;114,2429962;58,11522675;1279,912964
209;33,82699966;110,1961746;1,611999989
3020;156,3809967;31,37748337;136,322998
120;17,28700066;50,30833435;63,16199875
33;1,161008;41,09369659;0,122477002
215;8,609000206;36,16279221;2,73999882
162;9,57199955;44,70987701;6,184999943
46;9,795999527;43,5;0,601999998
511;47,58399963;67,0195694;26,6760006
2878;129,470993;33,37873459;244,1199951
75;6,388999939;58;24,50799942,
5927;159,8869934;23,35009193;44,47999954
157;6,426000118;27,08280182;3,905999899
38;2,187999964;42,73684311;8,258999825
3925;413;65,98725891;1182,,
62;2,073999882;29,95161247;0,393999994
449;42,7859993;57,13140488;57,10300064
89;5,887000084;61,01123428;0,898000002
403;20,20899963;40,40198517;14,51599979
1300;35,41600037;23,51461601;161,3600006
73;6,284999847;75,89041138;0,170000002
1100;41,39400101;32,95818329;22,24900055
605;40,63100052;44,05123901;33,76599884
2525;141,473999;31,9219799;140,651001
1239;86,51300049;61,33010483;91,28099823
967;52,58599854;35,29265594;51,31299973
85;3,515646935;33,23325729;0,677231014
193;114,1159973;65,68393707;455,3089905
709;54,19499969;60,34273529;28,37700081
268;24,12700081;49,22761154;11,23499966
481;27,68899918;53,91060257;7,228000164
789;54,52399826;45,36375046;20,74399948
42;1,613000035;24,90476227;1,542000055
19;3,345000029;63,4736824;5,447999954
232;22,46999931;46,50862122;67,2200317
51;8,947999954;41,07843018;26,61000061
14;3,006999969;59,6428566;0,222000003
89;11,41600037;65,61798096;0,70599997
10755;554,8579712;44,8029747;480,1119995
276;253,8070068;64,06884003;989,5050049
255;7,271999836;23,86666679;5,6000042
455;32,31700134;67,01978302;1,1999974
53;2,688999891;57,01886749;0,68999998
204;18,63199997;88,96568298;1,899000049
349;40,34199905;88,45845032;6,252999783
442;31,12800026;60,64932251;6,520999908
29;2,254576921;32,1061058;5,832578182
68;6,135000229;43,64706039;9,786999702
2512;224,6380005;68,13853455;178,6970062
73;5,545000076;48,3698616;2,552999973
113;5,806000233;48,04424667;3,655999899
80;6;50;5,,,
60;5,092999935;51,83333206;8,704999924
104;8,81400013;54,63461685;6,274000168
2057;103,9759979;40,61740494;53,1300049
175;15,23700047;62,58285904;4,632999897
60;3,118999958;39,09999847;2,413000107
8507;172,0240021;9,795815468;417,2099915
731;59,13999939;69,1162796;85,19599915
437;46,61000061;38,47597122;491,7590027
128;125,9489975;92,3828125;2091,663086
937;65,56700134;51,07683945;35,27899933
1657;137,7039948;60,06397247;254,3899994
268;11,9289999;33,74253845;16,37800026
87;4,028999805;41,79310226;2,710000038
34;1,666000009;38,38235474;0,305000007
186;7,039000034;37,02688217;1,993999958
67;3,346999884;38,71641922;1,24000001
439;20,54999924;37,24829102;27,48200035
237;12,37800026;30,90717316;2,693000078
112;6,105999947;31,3571434;1,480999947
282;14,9460001;34,87588501;10,47900009
141;7,105999947;39,48226929;1,960999966
161;13,69699955;45,50931549;12,10499954
321;8,293000221;14,4922123;3,301000118
136;7,074999809;41,30147171;1,667000055
86;4,328999996;38,860466;2,464999914
121;6,586999893;37,66942215;1,847000003
150;8,175000191;41,58000183;6,90500021
28;1,169932008;33,97560883;0,398184001
54;2,934999943;34,81481552;1,195000052
55;2,726000071;38,70909119;1,269000053
170;7,785999775;41,48235321;0,726999998
67;4,987999916;47,55223846;0,354999989
54;1,855000019;25,11111069;1,485999942
187;13,32600021;44,04278183;11,15400028
60;5,705999851;50,09999847;0,477999985
134;7,855000019;53,46268845;2,309000015
601;18,65099907;37,75374222;36,45299911
43;17,45100021;89,32558441;80,85600281
116;15,94699955;99,93965149;1,47000051
3432;228,9629974;63,37587357;154,2460022
420;42,14400101;49,77381134;99,67199707
171;5,981999874;29,25146294;1,677000046
129;7,28399992;34,97674561;2,835999966
830;78,6230011;45,70120621;216,4199982
2702;299,2909851;69,09067535;331,302002
217;18,7670002;65,30414581;34,35200119
480;79,08499908;81,91041565;234,397995
39;1,363000035;31,71794891;0,291000009
2080;205,3000031;65,81730652;93,80000305
2062;46,1780014;16,23908806;9,409999847
170;12,91399956;55,29411697;19,14599991
6657;515,7329712;76,31981659;526,9140015
287;34,85499954;83,06272125;25,79800034
375;31,34000015;55,0719986;24,50099945
1677;31,03199959;16,50268364;2,976000071
1547;79,36100006;40,75436401;22,4810009
284;26,09900093;76,2816925;16,86300087
10;0,726999998;42,70000076;0,68900001
75;14,92500019;67,17333221;31,27599907
1107;209,6419983;59,39747238;436,7369995
106;15,21000004;57;53,83499908,
3479;156,7559967;23,95630836;155,6260071
959;62,52399826;55,48905182;100,7440033
86;76,8730011;124,1976776;291,849915
1544;101,9670029;47,89637375;47,75999832
767;41,79399872;54,12776947;58,65599823
2917;140,5939941;29,52828217;135,2079926
414;30,59499931;63,84782791;5,81799984
347;25,40099907;55,68587875;18,19199944
368;16,17399979;35,26630402;14,42599964
43;4,635000229;58,09302139;0,873000026
45;3,538000107;59,95555496;0,660000026
1796;170,1759949;82,2204895;40,22600174
63;106,8539963;109,0476227;647,835022
295;10,40100002;30,11864471;4,572999954
100;21,51099968;56,43000031;78,61199951
4659;253,5140076;33,3311882;184,3329926
576;28,68700027;43,33506775;9,722999573
96;27,20400047;53,70833206;234,6840057
22;32,11800003;79,5;142,401001
120;9,380999565;61,65833282;3,990999937
115;3,394000053;31,20869637;0,143000007
2075;86,41200256;29,97542191;77,1000214
25;2,683000088;38,36000061;2,703999996
296;12,97599983;38,11824417;14,93700027
154;15,39000034;66,61038971;0,838
129;43,26300049;73,27906799;614,507019
111;41,30599976;55,63964081;473,8779907
29;3,746000051;42,58620834;35,94800186
262;21,07099915;68,04962158;16,26199913
50;1,371999979;19,95999908;0,602999985
1471;62,84000015;33,05166626;21,60099983
1804;108,4309998;61,12305832;301,5969849
126;19,27700043;80,27777863;37,81000137
57;6,217000008;95,35087585;1,15199995
123;2,872999907;21,30894279;0,654999971
133;61,75299835;95,0977478;80,719986
14645;710,8369751;37,93595123;1087,824951
64;39,88899994;79,46875;431,6000061
94;8,333999634;85,21276855;0,89000002
3552;224,6269989;55,30855942;145,2230072
1168;76,4489975;48,04880142;98,92099762
64;9,343000412;70,8125;2,720000029
1724;129,8430023;70,25115967;57,89699936
1597;148,8009949;89,68002319;61,88600159
3406;232,5319977;52,39812088;132,6150055
1034;38,39599991;25,10348129;27,19499969
43;2,096999884;36,6046524;0,14
204;16,29899979;44,02450943;0,333999991
68;3,519999981;38,82352829;0,64000003
325;33,70600128;52,83076859;53,87200165
49;4,625999928;59,24489975;0,791999996
281;33,04000092;85,16014099;35,81399918
396;35,68899918;77,88383484;22,170002
709;18,3029995;20,49506378;5,479000092
250;16,76499939;42,11999893;19,43400002
521;55,59999847;90,08253479;7,558000088
95;17,43600082;54,8315773;19,34600067
541;22,72599983;38,28835678;5,497000217
36;2,670000076;69,5;0,986999989
259;16,09300041;40,7142868;121,185997
259;16,19099998;40,7142868;94,80899811
104;6,831999779;42,68269348;5,800000191
1140;75,8809967;35,05350876;64,51000214
252;33,79199982;52,69047546;215,8650055
139;32,47499847;60,49640274;64,2400208
792;58,8730011;52,21717072;89,68599701
5135;720;51,8013649;6575,,
5976;739;49,02944946;6887,,
3002;161,2700043;49,91638947;46,55699921
1967;161,2700043;76,18149567;46,55699921
196;18,68199921;62,06632614;23,70100021
754;59,15499878;70,69893646;17,24799919
143;15,04899979;39,57342529;46,17300034
414;103,5419998;68,90821075;513,3560181
880;64,01499939;48,93522644;137,2369995
813;73,90399933;50,21525192;296,9060059
774;50,33499908;49,4534874;262,8609924
89;12,55099964;58,69662857;75,11100006
284;34,57500076;50,57042313;208,25
486;32,7480011;64,37242889;1,521000028
602;50,20000076;63,85215759;14,81599998
184;16,56999969;48,85869598;64,85900116
83;17,37400055;58,73493958;47,10300064
125;43,97499847;69,11199951;75,41500092
1518;109,5110016;42,39196396;158,1719971
210;25,12199974;46,29047775;91,73400116
60;8,133000374;65,96666718;13,82499981
8;3,740999937;89,25;22,1399994
748;18,54599953;22,60427856;9,892000198
1123;62,5929985;42,22796249;43,94200134
565;54,00400162;55,2407074;36,37799835
64;7,65500021;71,34375;13,56099987
81;9,972999573;54,46913528;55,72299957
192;14,20600033;49,359375;16,51799965
580;35;60,34482574;159,,
48;2,90377903;47,29810715;0,514620006
50;5,201000214;41,68000031;7,695000172
84;6,379000187;60,16666794;5,589000225
201;19,92099953;73,28358459;26,17000008
34;2,289999962;35,32352829;1,98300004
12;2,796999931;54,08333206;16,18899918
52;3,821000099;43,34615326;15,82900047
9;3,46600008;46,88888931;14,63500023
1054;107,086998;62,99051285;154,780029
386;15,08100033;32,76165771;4,22300005
78;5,505000114;59,08974457;10,97399998
3210;410,7219849;61,02461243;760,5490112
1960;133,7310028;37,82347107;57,75999832
16;6,081999779;63,4375;7,34100008
6142;388,230011;42,91728973;511,740051
7;0,165000007;20;1,424999952,
1563;39,03300095;24,23416519;7,867000103
2094;104,3499985;44,78605652;81,64399719
61;2,072999954;33,63934326;0,365999997
2284;115,1940002;37,45183945;4,513000011
125;6,467999935;31,02400017;0,43000001
172;27,58399963;67,78488159;2,22000074
2874;134,2200012;21,16596985;50,4299927
9;1,463000059;94,8888855;1,11999965
457;36,00400162;71,38074493;31,41799927
63;7,364999771;87,93650818;13,24600029
6840;622,1989746;51,6377182;1032,703979
4584;176,7839966;27,89768791;133,5059967
2731;392,0780029;85,69937897;63,11700058
33;5,748000145;66,42424011;0,187000006
11;3,015000105;77,1818161;0,41999999
740;19,20499992;17,25945854;20,67499924
45;1,784387946;34,18769073;0,246804997
50;3,259000063;51,38000107;0,381999999
557;101,7740021;64,24596405;184,302002
594;35,49300003;44,05555725;52,95299911
6142;389,9859924;42,91728973;522,257019
2113;106,9250031;42,8968277;143,8430023
2178;60,98199844;42,8861351;429,82901
97;5,81099987;50,93814468;8,465000153
793;55,72399902;52,99873734;50,83800125
16;2,296999931;116,0625;3,867000103
49;4,842000008;76,89795685;6,361000061
49;4,895999908;47,48979568;0,363000005
670;23,77899933;32,1776123;7,514999866
218;10,22399998;34,10091782;6,5
3826;48,03300095;10,06063747;26,86700058
195;15,72999954;54,71794891;21,97900009
209;18,12299919;80,17224884;7,993999958
180;13,33899975;60,67222214;8,402000427
133;13,43400002;67,25563812;20,36899948
3177;109,3069992;30,45892334;20,49500084
90;4,662000179;50,52222061;0,915000021
515;38,77999878;61,0407753;15,40499973
947;40,11700058;38,08236694;21,170002
10;5,390999794;91,09999847;108,1839981
102;15,36999989;37,58823395;31,27700043
69;2,957000017;38,53623199;1,421000004
117;9,725999832;49,11965942;24,1399994
28;3,148999929;102,4285736;0,104000002
135;10,10599995;48,31111145;11,77200031
5392;396,6419983;56,88223267;478,8460083
597;37,64699936;43,71356964;32,98799896
192;13,5;53,765625;6,604000092
9685;764,2860107;43,57924652;518,4199829
69;32,13199997;46,56521606;92,1399994
300;25,39599991;48,64333344;22,98500061
29;41,75699997;70,82758331;154,9589996
13;7,859000206;51,92307663;92,41799927
60;2,34800005;34,5;2,390000105
120;11,76799965;43,39166641;61,96500015
113;6,781000137;46,85840607;4,835999966
155;8,06499958;41,77419281;7,179999828
109;4,743000031;33,08256912;4,198999882
168;9,192000389;42,8928566;7,239999771
114;5,223999977;42,28070068;3,209000111
243;12,14299965;41,74897003;9,93000412
119;9,381999969;56,31092453;7,887000084
181;17,52400017;55,9613266;5,264999866
142;10,06200027;68,36619568;2,476999998
1585;133,878006;56,37918091;46,57099915
48;1,45973897;28,75391579;0,357941002
182;12,4630003;50,98351669;18,61899948
739;45,33300018;46,30040741;18,84300041
51;4,515999794;81,5686264;0,34799999
424;29,44400024;23,90801811;11,99100018
329;14,43599987;40,47720337;2,947000027
257;17,5170002;44,77820969;12,68799973
435;27,60199928;54,83908081;8,965000153
405;47,13700104;104,0740738;8,652999878
82;2,832999945;43,71951294;3,724999905
220;11,54300022;38,84999847;23,3700066
49;7,221000195;73,7142868;0,232999995
301;14,96899986;43,95016479;3,118999958
537;28,8029995;46,50651932;25,300026
748;32,4280014;38,58823395;26,19099998
98;8,225999832;71,26530457;1,662999988
139;17,82900047;82,79136658;18,40299988
853;28,65999985;32,26729202;26,92099953
93;6,603000164;40,97849274;8,90000153
15;14,68999958;68,1333313;4,61999798
390;21,80800056;36,22563934;29,85099983
885;32,69800186;30,86666679;12,94499969
193;8,187999725;29,05181313;1,36999941
322;11,76399994;38,16459656;1,81099999
245;4,052000046;64,59591675;47,75999832
54;20,52000046;64,48148346;7,928999901
60;2,124377966;47,39733505;2,463730097
108;7,443999767;53,5;4,322000027
87;15,3409996;171,620697;0,573000014
763;187,1670074;41,58322525;763,1259766
20;2,076987982;50,84555054;0,247079998
42;5,144999981;74,14286041;6,809999943
13647;50,98799896;2,839964867;26,37700081
19;1,881698966;64,35773468;0,484158993
385;29,94000053;80,13246918;2,59100008
501;40,96500015;61,94411087;1,521000028
1048;69,16899872;37,29007721;131,4170074
18;3,686000109;97,6111145;0,17000001
10;2,482000113;92,59999847;0,171000004
3594;199,1360016;36,47523499;129,7259979
2401;123,439003;39,97709274;211,125
6;1,006000042;93,66666412;0,3
1031;61,57699966;50,3753624;52,91199875
312;34,1269989;73,20833588;52,8800125
173;17,4470005;57,87283325;18,8939991
36;6,171999931;86,52777863;0,51700002
898;76,46499634;44,61804199;58,70600128
438;38,82300186;76,82648468;18,99799919
38;3,746000051;64,36842346;0,584999979
2246;46,48400116;15,04051685;117,6490021
373;29,06299973;55,86326981;22,83399963
1817;67,26899719;34,96147537;14,22399998
77;9,255000114;78,94805145;8,541999817
457;25,92300034;55,74398422;8,63599968
302;39,47999954;71,3841095;57,3219986
19;1,86500001;84,78947449;0,225999996
189;18,45999908;74,38624573;0,92
335;23,67900085;45,82089615;53,55400085
18;1,92900002;56,55555725;0,68000004
93;10,28499985;96,98925018;2,864000082
318;46,73600006;99,16352081;44,88199997
7938;705;58,20105743;1071,,
725;27,46800041;31,34620667;6,482999802
354;17,44599915;40,56214523;10,93000031
6;14,13099957;181,6666718;122,3310013
45;2,154999971;41,91110992;0,370000005
430;29,93700027;91,53023529;239,6519928
12950;324,401001;21,95868683;129,800018
82;4,342999935;50,56097412;0,795000017
786;76,9940033;47,37659073;111,7160034
3591;216,4909973;57,56697464;15,74199963
3672;221,9259949;57,80337524;12,3760004
377;35,00500107;60,41114044;25,85000038
36;4,202000141;71,55555725;0,519999981
579;76,15200043;46,67875671;22,62999916
226;141,8300018;107,7522125;181,5160065
55;13,47500038;107,272728;22,3939991
237;28,69400024;59,48101425;6,339000225
306;21,9810009;51,18954086;8,847000122
101;2,171000004;16,17821693;1,754999995
1641;159,0399933;67,30286407;314,3729858
31;5,550000191;74,45161438;1,511000037
13;7,43599987;4,615384579;12,2489996
137;154,5249939;75,51094818;286,7900085
512;51,4070015;68,92578125;79,89900208
54;2,24000001;45,87036896;0,140000001
2125;50,94800186;25,07294083;0,711000025
20;5,093999863;66,05000305;0,972000003
1372;113,538002;50,23542404;75,67700195
32;31,24799919;26,71875;57,25099945
32;3,346999884;51,90625;2,303999901
757;51,34500122;50,19683075;24,34799957
507;61,72100067;43,2504921;51,96099854
1832;46,04899979;18,84825325;84,56800079
4056;50,55599976;6,043146133;128,2819977
378;24,69499969;44,69047546;26,9489994
171;8,758999825;41,74853897;6,784999847
2593;64,97599792;19,47859573;93,55599976
237;12,35400009;37,81434631;15,87100029
6688;360,3139954;37,11259079;287,7529907
64;5,940999985;69,3125;1,274999976
1433;146,6029968;40,97697067;55,1609993
90;9,741999626;71,56666565;6,539999962
5166;227,9499969;37,68582916;325,302002
70;7,443999767;51,44285583;6,873000145
48;3,824681044;77,73641205;0,5892
454;31,07699966;75,82819366;7,520999908
167;15,13500023;32,9401207;1,799000025
503;27,5890007;59,08349991;8,956999779
20;2,572000027;66,05000305;4,579999924
86;24,62899971;93,20930481;0,708999991
5239;388,8080139;66,93605804;163,5209961
705;39,28099823;42,48226929;33,98199844
58;30,9489994;77,98275757;233,1179962
319;33,02099991;44,68651962;188,1589966
1751;163;46,54483032;842,2999878,
6800;284,1040039;38,66852951;109,110016
179;68,4960022;51,10614395;186,9799957
4313;263,6860046;40,36517334;805,9089966
497;19,26000023;38,36217117;0,56099999
532;28,25200081;41,26128006;55,48899841
1282;39,88499832;30,93369675;0,328999996
1887;52,37900162;27,54849052;0,97299999
1488;46,57600021;31,11088753;0,537999988
3574;101,3580017;27,87101364;6,323999882
1742;53,26800156;30,30195236;0,453000009
4931;367,7000122;41,9184761;2789,5
1171;70,46199799;39,67805481;153,1649933
830;81,50800323;82,81446075;113,461998
222;18,46199989;66,45044708;23,50099945
124;9,168999672;55,31451797;9,916999817
135;13,7489996;41,62963104;102,5189972
50;2,1633389;42,62755966;0,1053
791;38,43500137;41,03539658;27,24799919
89;5,217000008;38,89887619;1,133999944
364;30,76099968;57,70055008;23,96899986
519;52,4090004;46,73025131;92,68599701
233;18,91900063;42,17167282;13,94400024
121;17,1970005;106,5041351;60,42900085
35;10,68700027;68,51428223;21,66500092
698;51,02999878;46,485672;38,56100082
98;14,50500011;46,55102158;65,78199768
191;11,42199993;42,97382355;10,98600006
171;13,14299965;66,80701447;1,679999948
42;2,960999966;63,07143021;1,78999996
177;13,26399994;69,42372894;0,92900002
57;2,641000032;37,26315689;9,843999863
109;16,65699959;36,59632874;179,6170044
108;5,061999798;31,45370293;4,296999931
620;35,3030014;50,85322571;8,942000389
650;12,77799988;18,24769211;3,460000038
130;7,723999977;56,78461456;1,253000021
395;20,07799911;45,54177094;18,3499985
314;25,84000015;51,50637054;44,54000092
140;4,907999992;34,11428452;5,117000103
354;25,90500069;63,49152374;28,56599998
53;3,217999935;45,96226501;49,10699844
237;16;34,86919785;98,64099884,
147;9,899999619;52,96598816;4,986000061
326;13,20400047;37,48159409;1,521000028
43;2,614000082;43,6279068;4,462999821
52;8,315999985;52,07692337;146,927002
18;0,800999999;43,27777863;0,119999997
30;8,076000214;52,86666489;101,9110031
17;4,210999966;85,52941132;11,5000019
202;12,95899963;49,27722931;5,22300005
427;26,73900032;41,33723831;110,6999969
510;36,57799911;53,82352829;49,6200027
36;11,42000008;47,22222137;107,3799973
32;9,949999809;52,9375;133,4290009
34;9,526000023;46,64706039;144,427002
673;39,65399933;42,09063721;58,61199951
479;23,2670002;32,17745209;38,95800018
39;1,702999949;31,2564106;1,868999958
40;2,444000006;34,09999847;10,79100037
8809;550,6599731;46,68293762;854,4279785
713;60,58399963;72,79383087;46,73799896
198;11,09500027;32,66161728;5,867000103
133;3,994999886;26,60150337;0,684000015
62;3,921000004;48,35483932;3,273999929
24;0,952000022;34,91666794;0,27000001
85;4,028999805;42,48235321;0,721000016
3715;223,5200043;37,72274399;729,5079956
210;10,43099976;45,02857208;4,252999783
104;6,946000099;54,44230652;4,170000076
42;3,13499999;48,45238113;0,141000003
78;15,43900013;68,61538696;117,1289978
44;0,691932023;21,02684021;1,811679959
3885;362,4169922;71,86151886;1089,484009
36;29,87599945;93,8611145;486,1579895
16;0,588999987;32,25;0,35999998
185;7,964000225;37,33513641;1,773000002
153;7,458000183;31,84967232;23,72200012
104;1,174000025;13,54807663;2,813999891
14;3,709000111;103,5714264;3,684000015
211;9,326000214;30,83412361;37,13299942
95;2,175039053;14,290905;1,430485964
26;3,734999895;67,96154022;0,7
104;8,682999611;60,60577011;0,947000027
42;30,39599991;106,4761887;1207,897949
176;8,944000244;38,78977203;6,243000031
33;5,664999962;26,66666603;0,319000006
22;0,893999994;38,72727203;0,717999995
61;7,456999779;101,1147537;3,36000013
181;9,154000282;46,4033165;0,815999985
13;1,537999988;28,92307663;4,461999893
94;8,086000443;75,82978821;1,248000026
83;6,829999924;50,04819107;7,39999962
6;3,596999884;89,33333588;20,49099922
882;43,45800018;34,49433136;80,81800079
2274;33,67200089;13,83333302;23,66500092
445;26,38999939;63,48988724;20,2329998
88;4,653999805;48,96590805;1,49999952
57;2,111999989;45,19298172;0,717999995
490;146,0469971;55,69183731;177,6239929
296;16,48999977;43,66216278;18,92300034
22;2,230000019;75,40908813;7,103000164
143;6,243000031;40,18181992;2,98300004
54;5,777999878;45,62963104;4,702000141
88;4,892000198;40,47727203;1,565999985
227;16,78300095;53,47136688;6,357999802
80;4,06799984;42,41249847;1,243999958
73;3,516000032;38,20547867;0,521000028
141;10,02400017;61,42553329;2,210999966
20;2,098999977;59,75;0,578999996
473;31,72699928;48,89217758;67,81800079
209;6,409999847;33,17224884;12,94699955
147;9,065999985;43,60544205;4,256000042
144;6,592999935;35,92361069;4,690000057
61;3,213000059;39,50819778;1,65999985
230;16,22699928;52,81304169;15,61200047
59;3,755000114;44,62711716;2,769000053
71;2,177999973;24,33802795;0,379785001
83;7,650000095;47,43373489;6,25000095
104;5,131999969;36,80769348;4,794000149
45;7,493999958;45,48888779;59,86800003
12;1,309999943;69,41666412;1,796000004
38;2,443046093;54,12560654;3,830415964
53;3,098999977;52,88679123;3,255000114
483;24,78000069;39,90683365;16,80500031
2707;329,0180054;49,63945389;637,1959839
298;64,11199951;72,15436554;102,1539993
206;22,91300011;47,34951401;16,81100082
39;1,960000038;43,20512772;3,183000088
112;6,080999851;35,7857132;13,1900005
233;14,98200035;51,85836792;9,598999977
93;10,8210001;58,54838562;13,57199955
7;0,554465055;65,52228546;0,200883001
22;0,945296049;37,75268173;1,562759995
71;3,770999908;44,28168869;1,705000043
26;1,470999956;43,96154022;0,169
67;2,634000063;34,52238846;1,27699995
19;1,783352971;49,69573593;0,216999993
44;10,49300003;99,52272797;93,42500305
1688;228,7680054;118,0539093;86,7539978
1142;341,1130066;55,68738937;508,3450012
291;22,7670002;51,3367691;40,64099884
18;1,083999991;49,22222137;1,18000007
75;4,731999874;48,25333405;5,22999763
19;1,924000025;101,0526352;9,956999779
70;3,757999897;39,70000076;1,588000059
569;33,27799988;45,82073975;12,21000004
577;33,2120018;42,57538986;21,57299995
31;4,06099987;49,19355011;0,25
61;6,237999916;45,22950745;16,68899918
133;27,70899963;45,61654282;1,228000045
126;7,117000103;50,25396729;3,713999987
129;14,82600021;21,50387573;305,5100098
104;4,012987137;38,41855621;0,2359
228;11,63000011;44,52193069;7,262000084
419;25,75499916;49,43914032;25,67200089
8;1,85800004;52,625;11,83699989
199;17,05599976;43,47236252;15,18400002
35;4,014999866;41,05714417;19,66600037
224;7,059000015;25,1651783;17,67000008
131;22,17200089;56,82442856;42,63600159
225;9,623000145;41,92889023;0,294999987
86;4,321000099;44,069767;1,228000045
4253;18,8390007;3,817070246;0,282000005
59;4,618999958;47,66101837;1,659999967
3442;433,9509888;60,13800049;686,2750244
3656;355,82901;86,12527466;475,3940125
33;1,593000054;37,36363602;5,392000198
40;4,313000202;49,25;1,82099998
67;16,34499931;68,88059998;93,7539978
188;14,60000038;46,11170197;2,250999928
184;4,212999821;48,76086807;1,342000008
390;27,42499924;63,66410446;9,321000099
128;7,736999989;57,6640625;0,68900001
106;6,613999844;59,72641373;0,170000002
119;21,16300011;52,07563019;122,4840012
3241;210,8209991;48,01326752;270,9419861
